observed_goal,observed_goal_name,probed_goal,probed_goal_name,reward_mae,reward_auroc,reward_ap,reward_positive_mean,reward_negative_mean,continuation_mae,continuation_auroc,continuation_ap,continuation_positive_mean,continuation_negative_mean
0,go_to_door,0,go_to_door,0.011365153992351332,0.9110545660163981,0.20225896722764897,8.626087670086472e-07,5.706811093160741e-09,0.02111695151307294,0.969017094017094,0.9991573371828317,0.9939701603536502,0.8646187763661146
0,go_to_door,1,fetch,6.738026413273848e-09,,,,6.738026413273848e-09,0.0013369537103715254,,1.0,0.9965800374771283,
0,go_to_door,2,go_to_object,2.9640707887192986e-08,,,,2.9640707887192986e-08,0.01342022922046752,,1.0,0.9836673784108644,
0,go_to_door,3,put_near,1.4672523996831785e-08,,,,1.4672523996831785e-08,0.006664172447597767,,1.0,0.9913268103684498,
0,go_to_door,4,unlock_pickup,1.597544224761877e-08,,,,1.597544224761877e-08,0.00630391759184069,,1.0,0.991668084789016,
0,go_to_door,5,pickup_dist,1.5757224737352277e-08,,,,1.5757224737352277e-08,0.006762702618429197,,1.0,0.9909185827501084,
1,fetch,0,go_to_door,1.4469166797798294e-07,,,,1.4469166797798294e-07,0.023583660128900556,,1.0,0.9742273128315632,
1,fetch,1,fetch,0.003080821544318716,0.9986266431234059,0.7893790849673201,3.559967294819444e-05,8.457754508024079e-09,0.007831659988442824,0.9943103786541103,0.9999798821832978,0.9918077167423948,0.48981740418821573
1,fetch,2,go_to_object,3.1042590624866244e-07,,,,3.1042590624866244e-07,0.03796379286409226,,1.0,0.9591564631543366,
1,fetch,3,put_near,1.8279112212161358e-07,,,,1.8279112212161358e-07,0.024342249457921034,,1.0,0.9736923719457927,
1,fetch,4,unlock_pickup,1.8531775961562708e-07,,,,1.8531775961562708e-07,0.023523788114864913,,1.0,0.9744925093877367,
1,fetch,5,pickup_dist,2.048144740958236e-07,,,,2.048144740958236e-07,0.02458252047277001,,1.0,0.9731460294369615,
2,go_to_object,0,go_to_door,8.650094303686046e-07,,,,8.650094303686046e-07,0.0034231275724263483,,1.0,0.9944207222088953,
2,go_to_object,1,fetch,1.9194964633587647e-07,,,,1.9194964633587647e-07,0.00044352191983779507,,1.0,0.9973769120631679,
2,go_to_object,2,go_to_object,0.0103297953579587,0.9061109050445104,0.38663386932954713,0.00016785121014882554,3.9056378980188985e-07,0.009140791504608352,1.0,1.0,0.9969925853803099,0.5875883604000721
2,go_to_object,3,put_near,7.990942805488471e-07,,,,7.990942805488471e-07,0.0035767193386587928,,1.0,0.9945026653630337,
2,go_to_object,4,unlock_pickup,9.139428604473227e-07,,,,9.139428604473227e-07,0.0034784249513467387,,1.0,0.994577334287011,
2,go_to_object,5,pickup_dist,8.386048400772995e-07,,,,8.386048400772995e-07,0.003584798732690535,,1.0,0.9941549491768162,
3,put_near,0,go_to_door,4.768436416858457e-09,,,,4.768436416858457e-09,0.0014625808355481465,,1.0,0.9964847756528968,
3,put_near,1,fetch,5.489084310184613e-09,,,,5.489084310184613e-09,0.000613791812764536,,1.0,0.9973988999972249,
3,put_near,2,go_to_object,6.0109178808926294e-09,,,,6.0109178808926294e-09,0.0045803558367528115,,1.0,0.9925361644264281,
3,put_near,3,put_near,4.776205486349604e-09,,,,4.776205486349604e-09,0.0016154037352817336,,1.0,0.9965899431960435,
3,put_near,4,unlock_pickup,4.989688315802531e-09,,,,4.989688315802531e-09,0.001552859929247326,,1.0,0.9966290051326165,
3,put_near,5,pickup_dist,5.335978954637115e-09,,,,5.335978954637115e-09,0.001498175851797851,,1.0,0.9963351571724962,
