observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,0.09708675742149353,0.0972832441329956,0.09689027070999146,0.5390625,0.5314435627469851
0,go_to_door,1,fetch,32,16,0.3434251546859741,0.3411310315132141,0.34571927785873413,0.5234375,0.5464688431088927
0,go_to_door,2,go_to_object,32,16,0.06422694027423859,0.06473378837108612,0.06372009217739105,0.70703125,0.6635873486416966
0,go_to_door,3,put_near,32,16,0.09338720142841339,0.09401842951774597,0.09275598078966141,0.56640625,0.5473132266550585
0,go_to_door,4,unlock_pickup,32,16,0.09479290246963501,0.09491166472434998,0.09467413276433945,0.5546875,0.5389995493165509
0,go_to_door,5,pickup_dist,32,16,0.09087006747722626,0.09129008650779724,0.09045005589723587,0.55859375,0.5431464044925467
1,fetch,0,go_to_door,22,6,0.11471343785524368,0.1185908243060112,0.11325941979885101,0.4479166666666667,0.39901960784313717
1,fetch,1,fetch,22,6,0.400022029876709,0.36724603176116943,0.41231298446655273,0.4375,0.3115071203306497
1,fetch,2,go_to_object,22,6,0.06534748524427414,0.06530965119600296,0.06536169350147247,0.4895833333333333,0.5097578347578348
1,fetch,3,put_near,22,6,0.10988638550043106,0.11268552392721176,0.10883670300245285,0.4895833333333333,0.4085434173669467
1,fetch,4,unlock_pickup,22,6,0.11088650673627853,0.11331120878458023,0.10997723788022995,0.4791666666666667,0.4039979628214922
1,fetch,5,pickup_dist,22,6,0.10547035187482834,0.1076003685593605,0.10467158257961273,0.46875,0.40127465127465123
2,go_to_object,0,go_to_door,32,16,0.10740913450717926,0.10525572299957275,0.10956255346536636,0.43359375,0.5136637252524099
2,go_to_object,1,fetch,32,16,0.38304227590560913,0.38317549228668213,0.38290905952453613,0.48828125,0.5337532152720904
2,go_to_object,2,go_to_object,32,16,0.06504927575588226,0.0650465339422226,0.06505201756954193,0.48046875,0.49057722984845575
2,go_to_object,3,put_near,32,16,0.10391361266374588,0.10207303613424301,0.10575419664382935,0.42578125,0.5211502984624694
2,go_to_object,4,unlock_pickup,32,16,0.10472410917282104,0.10294990986585617,0.10649830102920532,0.42578125,0.5320954100744145
2,go_to_object,5,pickup_dist,32,16,0.10011865943670273,0.0985187366604805,0.10171858966350555,0.42578125,0.5184526292441336
3,put_near,0,go_to_door,16,0,0.1465589702129364,,0.1465589702129364,,
3,put_near,1,fetch,16,0,0.38369351625442505,,0.38369351625442505,,
3,put_near,2,go_to_object,16,0,0.06513240188360214,,0.06513240188360214,,
3,put_near,3,put_near,16,0,0.13756102323532104,,0.13756102323532104,,
3,put_near,4,unlock_pickup,16,0,0.14109179377555847,,0.14109179377555847,,
3,put_near,5,pickup_dist,16,0,0.1341688483953476,,0.1341688483953476,,
