actor_bootstrap_mean,actor_minus_recorded_bootstrap,actor_minus_recorded_prior_entropy,actor_minus_recorded_return,actor_minus_recorded_reward_only,actor_prior_entropy_mean,actor_return_mean,actor_reward_only_mean,actor_rows,actual_goal,actual_goal_name,checkpoint,horizon,recorded_bootstrap_mean,recorded_prior_entropy_mean,recorded_return_mean,recorded_reward_only_mean,recorded_rows,relationship
1.7072318576662913,0.14259136299907094,0.06465149949386861,0.13899076551823697,-0.0036005974808338663,0.8552700505792914,1.732680580290869,0.025448722624577827,329,0,kill_goblin,strong,15,1.5646404946672203,0.7906185510854228,1.593689814772632,0.029049320105411693,329,factual
1.7987403691840478,0.26959446364852657,0.08278648971546032,0.25939155060966357,-0.010202913038863046,0.8712741467151565,1.8820089267440734,0.08326855756002577,247,1,bury_bones,strong,15,1.5291459055355212,0.7884876569996961,1.6226173761344098,0.09347147059888881,247,factual
0.795762301784303,0.0007602246151173775,0.07770664676465633,0.026197501904872023,0.02543727728975486,1.1789355403408193,0.8364812778864283,0.040718976102125375,347,2,chop_logs,strong,15,0.7950020771691856,1.101228893576163,0.8102837759815563,0.015281698812370513,347,factual
1.6696399379322262,0.1446955369616334,0.0651707703158968,0.14928566522077702,0.004590128259143428,0.8560212225194961,1.6970737525496011,0.027433814617374763,1260,0,kill_goblin,strong,20,1.5249444009705928,0.7908504522035993,1.5477880873288241,0.022843686358231335,1260,counterfactual
1.8166101271322947,0.25670205673206525,0.07804895818981672,0.26236461940949707,0.005662562677431815,0.8685902880824261,1.900577334655281,0.08396720752298632,956,1,bury_bones,strong,20,1.5599080704002295,0.7905413298926094,1.638212715245784,0.07830464484555451,956,counterfactual
0.7337280780801343,-0.004666987503461284,0.08628959116744417,0.03133847010543578,0.03600545760889699,1.1837796165987298,0.7972142967187191,0.06348621863858474,1296,2,chop_logs,strong,20,0.7383950655835956,1.0974900254312856,0.7658758266132834,0.02748076102968774,1296,counterfactual
1.6915172879379252,0.13545426063738408,0.06257676245674249,0.13889642371366584,0.003442163076281618,0.8534272146603418,1.7255370611566831,0.03401977321875788,315,0,kill_goblin,strong,20,1.5560630273005411,0.7908504522035993,1.5866406374430173,0.030577610142476265,315,factual
1.7673779869928694,0.25216435802936865,0.07866867291877466,0.2557062806498105,0.003541922620441673,0.869210002811384,1.8635350951353449,0.09615710814247536,239,1,bury_bones,strong,20,1.5152136289635008,0.7905413298926094,1.6078288144855344,0.09261518552203368,239,factual
0.7834764755506641,-0.0002466106735380391,0.08731666639631186,0.030310948304759,0.030557558978297362,1.1848066918275975,0.8301812024722804,0.04670472692161653,324,2,chop_logs,strong,20,0.7837230862242022,1.0974900254312856,0.7998702541675214,0.016147167943319166,324,factual
1.9332008631358757,0.26595221031007377,0.044100204316696257,0.1794326197030367,-0.08651959060703694,0.8772923611178256,1.9644930118302395,0.03129214869436385,2020,0,kill_goblin,weak,1,1.667248652825802,0.8331921568011293,1.7850603921272028,0.11781173930140079,2020,counterfactual
2.1616918942185284,0.5569705834190606,0.049263889972980146,0.4085927545957142,-0.14837782882334688,0.8011452693205613,2.188849410825589,0.027157516607060003,1664,1,bury_bones,weak,1,1.6047213107994678,0.7518813793475811,1.7802566562298747,0.17553534543040689,1664,counterfactual
1.3613665913208903,0.08060372041904085,0.03033435344696045,0.05402161051028509,-0.026582109908755612,1.0133952498435974,1.3951021961263543,0.03373560480546403,2048,2,chop_logs,weak,1,1.2807628709018495,0.983060896396637,1.3410805856160692,0.06031771471421964,2048,counterfactual
1.9547084602485039,0.2620529818447983,0.046727246577196735,0.17908411270945046,-0.08296886913534765,0.8799194033783261,1.998814955772678,0.04410649552417409,505,0,kill_goblin,weak,1,1.6926554784037056,0.8331921568011293,1.8197308430632275,0.12707536465952174,505,factual
2.128696445964282,0.5575644838215248,0.04820141425499547,0.4058023365248624,-0.15176214729666251,0.8000827936025766,2.168506786269954,0.039810340305671606,416,1,bury_bones,weak,1,1.5711319621427573,0.7518813793475811,1.7627044497450914,0.1915724876023341,416,factual
1.3521725573601158,0.07469202587668677,0.030856162309646606,0.05131479203072509,-0.02337723384596158,1.0139170587062836,1.375981539772148,0.023808982412032335,512,2,chop_logs,weak,1,1.277480531483429,0.983060896396637,1.324666747741423,0.047186216257993914,512,factual
2.0729159631855993,0.2041385868159462,0.05890776363617567,0.1952083221944707,-0.0089302646214754,0.8860058948952467,2.0749015009352347,0.001985537749635392,1504,0,kill_goblin,weak,3,1.8687773763696531,0.8270981312590711,1.879693178740764,0.01091580237111079,1504,counterfactual
2.220796637255024,0.3363894864681707,0.0647152983871373,0.29312915080534196,-0.04326033566282794,0.8239859842983159,2.2397524801928532,0.018955842937829787,1100,1,bury_bones,weak,3,1.8844071507868532,0.7592706859111786,1.9466233293875113,0.06221617860065773,1100,counterfactual
1.4373011476461486,0.07228103108017514,0.055874900702708064,0.07114820184915294,-0.001132829231022119,1.0536765581478338,1.4407406644864156,0.003439516840267028,1532,2,chop_logs,weak,3,1.3650201165659734,0.9978016574451257,1.3695924626372626,0.004572346071289147,1532,counterfactual
2.104567686943504,0.1991189205599193,0.060409731925167964,0.18667640833743526,-0.012442512222483888,0.887507863184239,2.1080359268375353,0.0034682398940311383,376,0,kill_goblin,weak,3,1.9054487663835848,0.8270981312590711,1.9213595185001,0.015910752116515027,376,factual
2.1856343887978498,0.34355356205890564,0.06398911053484135,0.2948965183114094,-0.04865704374749627,0.82325979644602,2.2146130986766317,0.028978709878781775,275,1,bury_bones,weak,3,1.8420808267389441,0.7592706859111786,1.9197165803652223,0.07763575362627805,275,factual
1.4249293480872376,0.06714981696643596,0.0562784763602614,0.06647176232754748,-0.0006780546388890907,1.0540801338053871,1.4261727059171052,0.0012433578298672668,383,2,chop_logs,weak,3,1.3577795311208016,0.9978016574451257,1.3597009435895577,0.0019214124687563575,383,factual
2.079938138926991,0.21342056417604427,0.06827159771502334,0.20538765636881573,-0.008032907807228797,0.862520904326048,2.084061907348518,0.004123768421526796,1464,0,kill_goblin,weak,6,1.8665175747509468,0.7942493066110247,1.878674250979702,0.012156676228755593,1464,counterfactual
2.19497637000453,0.27575319113212715,0.07939656371107473,0.23800560378885827,-0.03774758734326841,0.8293430897478874,2.214771786447645,0.019795416443115242,1040,1,bury_bones,weak,6,1.919223178872403,0.7499465260368127,1.9767661826587868,0.057543003786383655,1040,counterfactual
1.427790541914815,0.09260995219056745,0.08203183173504236,0.08793265844973863,-0.0046772937408288175,1.0584284382476656,1.4316258970906095,0.003835355175794502,1516,2,chop_logs,weak,6,1.3351805897242475,0.9763966065126233,1.3436932386408709,0.00851264891662332,1516,counterfactual
2.110450841636728,0.20839053294935383,0.06834126023646903,0.1968074770213275,-0.011583055928026132,0.8625905668474937,2.1163693476581242,0.0059185060213963695,366,0,kill_goblin,weak,6,1.9020603086873742,0.7942493066110247,1.9195618706367967,0.0175015619494225,366,factual
2.156549873722311,0.2889322950700828,0.07891265566532435,0.24634768829358844,-0.04258460677649381,0.828859181702137,2.186993109176689,0.030443235454378863,260,1,bury_bones,weak,6,1.8676175786522282,0.7499465260368127,1.9406454208831008,0.07302784223087268,260,factual
1.4290286273247175,0.08479172685218361,0.08260711115394237,0.08119996607458257,-0.003591760777601244,1.0590037176665656,1.4303893760765818,0.0013607487518641798,379,2,chop_logs,weak,6,1.3442369004725339,0.9763966065126233,1.3491894100019992,0.004952509529465424,379,factual
2.06863919859903,0.20763285785269625,0.08008869458839163,0.19858284323286246,-0.009050014619833733,0.8510291118933437,2.078623772767967,0.009984574168937084,1316,0,kill_goblin,weak,15,1.8610063407463335,0.7709404173049521,1.8800409295351044,0.019034588788770818,1316,counterfactual
