actual_goal,actual_goal_name,all_action_unique_fraction,bootstrap_abs_mean,bootstrap_fraction,bootstrap_mean,checkpoint,control_scope,first_action_unique_fraction,horizon,imagined_reward_event_posterior_sample_rate,imagined_reward_sum_mean,imagined_stop_posterior_sample_rate,online_slow_start_gap,online_value_final_mean,online_value_start_mean,prior_entropy_mean,proposal,relationship,return_bias_vs_realized,return_max,return_mean,return_p95,reward_only_mean,rows,slow_value_final_mean,slow_value_start_mean
2.0,chop_logs,0.26735051472981775,0.7838412914184827,0.9337370165808007,0.7838412914184827,strong,all,0.304412841796875,3.0,0.055660247802734375,0.06369064583783929,0.06430435180664062,-0.011693763802895774,0.8678020730731077,0.9047587543609552,1.136670485167997,actor,counterfactual,nan,1.1939852818412902,0.8419231273866695,0.9541301823759176,0.05808183596818678,2048.0,0.8753447601920925,0.9164525174419396
0.0,kill_goblin,0.0671720297029703,1.6185912686935493,0.9493706413938974,1.6185912686935493,strong,all,0.10655940594059406,6.0,0.0640779702970297,0.09907411647261223,0.04982982673267327,-0.005168893051767113,1.7580490164237448,1.5757128903181246,0.8555583492364034,actor,factual,nan,1.896555556169704,1.690898657618321,1.8019973983487845,0.07230738892477151,505.0,1.7635766873265257,1.5808817824514785
1.0,bury_bones,0.056906675681089744,1.823361169632552,0.9504180868575474,1.823361169632552,strong,all,0.08090444711538461,6.0,0.07921424278846154,0.09407116379313789,0.07151442307692307,-0.01764087690501653,2.0650236712625394,1.5890735359146044,0.8688197244818394,actor,factual,nan,2.216896837724044,1.9075383893113438,2.1026852191149508,0.08417721967879185,416.0,2.068153578358201,1.6067144183012156
2.0,chop_logs,0.22713470458984375,0.7802585002935708,0.9333124499453953,0.7802585002935708,strong,all,0.3371124267578125,6.0,0.0609283447265625,0.07467712853395404,0.064483642578125,-0.006690994234304526,0.8598636704264209,0.8367013953393325,1.144835433224216,actor,factual,nan,1.239298132671319,0.8402697319386534,0.9606697152873145,0.060011231645082694,512.0,0.8665615317877382,0.843392385635525
0.0,kill_goblin,0.07019969575082508,1.6064164899181634,0.9590068205589429,1.6064164899181634,strong,all,0.10642017326732674,6.0,0.05114866955445545,0.07577025999991166,0.041734993811881185,-0.00720951359138114,1.729189863741988,1.4999148311886457,0.8580909662907666,actor,counterfactual,nan,1.8629127312981935,1.6630241653437627,1.7749877283656197,0.05660767542559924,2020.0,1.7351850490463843,1.5071243409178046
1.0,bury_bones,0.06006876627604167,1.869359087936041,0.9597313883847804,1.869359087936041,strong,all,0.09520545372596154,6.0,0.06668325570913461,0.0844796589282625,0.04910982572115385,-0.014583657190367095,2.0601056152596495,1.5170453453006654,0.8682625513308897,actor,counterfactual,nan,2.2446991449559723,1.9438803042245305,2.119670887905795,0.0745212162884893,1664.0,2.0630097350535483,1.531629005088829
2.0,chop_logs,0.2167383829752604,0.7530460705399769,0.9104561711370065,0.7530460705399769,strong,all,0.304412841796875,6.0,0.0782623291015625,0.10169998380516018,0.0897369384765625,-0.011693763802895774,0.8747007814818062,0.9047587543609552,1.1448369618447032,actor,counterfactual,nan,1.237625081039847,0.8293129747887287,0.9701154959439939,0.0762669042487519,2048.0,0.8821341134316754,0.9164525174419396
0.0,kill_goblin,0.04495255775577558,1.6018124189057286,0.9353926586903099,1.6018124189057286,strong,all,0.10655940594059406,15.0,0.08796410891089108,0.16009790282371697,0.059050123762376235,-0.005168893051767113,1.7953896066930035,1.5757128903181246,0.8456569132238332,actor,factual,nan,1.991721981566659,1.6973819456054966,1.8451093854812128,0.09556952669976815,505.0,1.8024556824476412,1.5808817824514785
1.0,bury_bones,0.04027569110576923,1.8155319981304343,0.9396577665075494,1.8155319981304343,strong,all,0.08090444711538461,15.0,0.1011493389423077,0.14224559720134972,0.08338341346153846,-0.01764087690501653,2.1401307006868033,1.5890735359146044,0.8644422165189798,actor,factual,nan,2.2949623421709897,1.9179321135154963,2.148822668383887,0.10240011538506184,416.0,2.141772141107,1.6067144183012156
2.0,chop_logs,0.1437347412109375,0.7390815774728282,0.8966177152222257,0.7390815774728282,strong,all,0.3371124267578125,15.0,0.1119842529296875,0.15747999409370966,0.1171722412109375,-0.006690994234304526,0.8714821859030053,0.8367013953393325,1.166048042010516,actor,factual,nan,1.3016393665270551,0.830652324343197,0.9841431976977135,0.09157074687036879,512.0,0.8786357543431222,0.843392385635525
0.0,kill_goblin,0.04737520627062706,1.594434627228588,0.9470092919435612,1.594434627228588,strong,all,0.10642017326732674,15.0,0.0720258353960396,0.12893318818692556,0.052096225247524754,-0.00720951359138114,1.7719259381884396,1.4999148311886457,0.8477146027111772,actor,counterfactual,nan,1.9494658783262673,1.6702230452951603,1.8143224070316486,0.07578841806657192,2020.0,1.7795294662218282,1.5071243409178046
1.0,bury_bones,0.04183913010817308,1.867255624918371,0.9497082331785976,1.867255624918371,strong,all,0.09520545372596154,15.0,0.08701265775240384,0.12604790368882404,0.05846698467548077,-0.014583657190367095,2.1350290251609225,1.5170453453006654,0.8639943328542778,actor,counterfactual,nan,2.334118478880165,1.9590596231743191,2.171850458287869,0.09180399825594848,1664.0,2.136767420022247,1.531629005088829
2.0,chop_logs,0.13915201822916667,0.6861996900163816,0.8628192541322671,0.6861996900163816,strong,all,0.304412841796875,15.0,0.14430999755859375,0.22292642231365928,0.1612548828125,-0.011693763802895774,0.8858129951695446,0.9047587543609552,1.1650151532667223,actor,counterfactual,nan,1.2782126401122746,0.799644092040195,0.9782682505807974,0.11344440202381342,2048.0,0.8938156461517792,0.9164525174419396
0.0,kill_goblin,0.039055538366336635,1.5925788825915081,0.9295864238927514,1.5925788825915081,strong,all,0.10655940594059406,20.0,0.10218131188118812,0.20108225701271187,0.06480507425742574,-0.005168893051767113,1.8085482323523796,1.5757128903181246,0.844257362054126,actor,factual,nan,2.0252188942967493,1.6979130033124512,1.859277073259881,0.10533412072094314,505.0,1.8160673161544423,1.5808817824514785
1.0,bury_bones,0.03546987680288462,1.8106606496025988,0.9355774224090248,1.8106606496025988,strong,all,0.08090444711538461,20.0,0.11260516826923077,0.1832907838564111,0.08798452524038461,-0.01764087690501653,2.1817673605221968,1.5890735359146044,0.8600481654015871,actor,factual,nan,2.324393565568626,1.9221811730043898,2.1683841059281637,0.11152052340179147,416.0,2.1831044889986515,1.6067144183012156
2.0,chop_logs,0.12056655883789061,0.7250430868714036,0.8844172426445716,0.7250430868714036,strong,all,0.3371124267578125,20.0,0.136322021484375,0.20319814986299178,0.141204833984375,-0.006690994234304526,0.8765175479929894,0.8367013953393325,1.1729774782434106,actor,factual,nan,1.3206349542501088,0.8269259140907825,0.9914727060758676,0.10188282721937905,512.0,0.8838071725331247,0.843392385635525
0.0,kill_goblin,0.04115021658415841,1.5856893788970605,0.9417988426663413,1.5856893788970605,strong,all,0.10642017326732674,20.0,0.08528001237623763,0.16648549079756067,0.05841197400990099,-0.00720951359138114,1.786332993253623,1.4999148311886457,0.8463266784011727,actor,counterfactual,nan,1.982404955517195,1.6697114850884625,1.8254953440532549,0.08402210619140196,2020.0,1.7943916713247205,1.5071243409178046
1.0,bury_bones,0.036683067908653846,1.863901627709364,0.9453256322151777,1.863901627709364,strong,all,0.09520545372596154,20.0,0.09866098257211539,0.16470649345065402,0.06283334585336539,-0.014583657190367095,2.17515058718765,1.5170453453006654,0.8596065597465405,actor,counterfactual,nan,2.371386167483397,1.9652401267473005,2.1948729319146163,0.10133849903793653,1664.0,2.176759434075883,1.531629005088829
2.0,chop_logs,0.1171274185180664,0.6645740761100932,0.8472031902029965,0.6645740761100932,strong,all,0.304412841796875,20.0,0.17662429809570312,0.29213636917785196,0.19458770751953125,-0.011693763802895774,0.8905930124456063,0.9047587543609552,1.1719220608938485,actor,counterfactual,nan,1.2908980313997995,0.7898458203013579,0.9798868720933576,0.12527174419126455,2048.0,0.8987774337874725,0.9164525174419396
0.0,kill_goblin,0.10655940594059406,1.6070724856519711,0.9605513068308226,1.6070724856519711,strong,paired_recorded,0.10655940594059406,1.0,0.05013923267326733,0.05237098282189751,0.04521967821782178,-0.005168893051767113,1.694150445602908,1.5757128903181246,0.8886271259572246,actor,factual,nan,1.784266739296253,1.6594434690848423,1.7349989685854081,0.05237098343287115,505.0,1.6976926372783019,1.5808817824514785
1.0,bury_bones,0.08090444711538461,1.7645950865070634,0.9565191188344789,1.7645950865070634,strong,paired_recorded,0.08090444711538461,1.0,0.06533578725961539,0.06795334670423057,0.061598557692307696,-0.01764087690501653,1.9072673845176513,1.5890735359146044,0.8487819524911734,actor,factual,nan,2.063653885904502,1.832548433303694,1.9824968767627977,0.06795334679663077,416.0,1.9221481326967478,1.6067144183012156
2.0,chop_logs,0.3371124267578125,0.8001409789443064,0.9598326663772794,0.8001409789443064,strong,paired_recorded,0.3371124267578125,1.0,0.0359649658203125,0.03715879846265999,0.0394134521484375,-0.006690994234304526,0.8414768477668986,0.8367013953393325,1.1242096424102783,actor,factual,nan,1.0267987697161203,0.8372997777983742,0.8890429127203596,0.03715879885406789,512.0,0.8484618248185143,0.843392385635525
0.0,kill_goblin,0.10642017326732674,1.5823030153740163,0.9689605876721527,1.5823030153740163,strong,paired_recorded,0.10642017326732674,1.0,0.038103341584158415,0.03991705970586917,0.03616568688118812,-0.00720951359138114,1.6533965847279766,1.4999148311886457,0.8904048050984298,actor,counterfactual,nan,1.7477124097108796,1.622220075042438,1.7003989337224255,0.03991705966842163,2020.0,1.6573882914710754,1.5071243409178046
1.0,bury_bones,0.09520545372596154,1.7875113287575,0.9666741114983355,1.7875113287575,strong,paired_recorded,0.09520545372596154,1.0,0.051832932692307696,0.05566647443381078,0.039583646334134616,-0.014583657190367095,1.8853734679018648,1.5170453453006654,0.8478755950927734,actor,counterfactual,nan,2.075666604240034,1.8431778028892198,1.9910001028817912,0.05566647413171959,1664.0,1.9010986144511173,1.531629005088829
2.0,chop_logs,0.304412841796875,0.7996939559890913,0.9477163711688228,0.7996939559890913,strong,paired_recorded,0.304412841796875,1.0,0.044910430908203125,0.04663532350679244,0.05335235595703125,-0.011693763802895774,0.8585737842367962,0.9047587543609552,1.1250445693731308,actor,counterfactual,nan,1.0664427751324999,0.8463292796639936,0.9152243684618225,0.04663532367490241,2048.0,0.866449041175656,0.9164525174419396
0.0,kill_goblin,0.08980912012411349,1.726954058927629,0.996705006946193,1.726954058927629,strong,paired_recorded,0.1166472739361702,3.0,0.002514128989361702,0.005679642304885945,0.0012882313829787233,-0.0060529156570679485,1.7513725134603522,1.6178804838911016,0.8943053580662037,actor,factual,nan,1.8653425432018729,1.732345865516584,1.8049105804830248,0.005391806588954841,376.0,1.7560066810630737,1.623933399928377
1.0,bury_bones,0.07023674242424241,1.8618787395970386,0.9662928925534454,1.8618787395970386,strong,paired_recorded,0.0796875,3.0,0.05568181818181818,0.06632947347185984,0.04704545454545454,-0.017606574581428006,2.019462707042694,1.6551739785887978,0.8700879636677828,actor,factual,nan,2.1993177647437268,1.9226993126180514,2.0899628601576326,0.06082057302101275,275.0,2.0254574526440012,1.6727805651317944
2.0,chop_logs,0.29718777197563095,0.8417748110309202,0.9918347929566423,0.8417748110309202,strong,paired_recorded,0.3478092362924282,3.0,0.006037859007832898,0.007990839680454193,0.0054871083550913835,-0.006539322227949651,0.8582692029581991,0.8359754736056215,1.150223774013569,actor,factual,nan,1.232729442604343,0.8492465735497493,0.943712811349414,0.007471762518829109,383.0,0.8652229211037837,0.8425147916255981
0.0,kill_goblin,0.093017578125,1.6963816734467143,0.9984026410009945,1.6963816734467143,strong,paired_recorded,0.11581096243351063,3.0,0.0009194232047872341,0.0026733473680350286,0.0005350315824468085,-0.008730543099908514,1.716601287946105,1.5301027527435662,0.8973845627277772,actor,counterfactual,nan,1.8402457647735577,1.6989170340871913,1.7799833314180435,0.0025353606404773135,1504.0,1.7216856359959918,1.5388332922011614
1.0,bury_bones,0.07743371212121211,1.8991740354197628,0.9747887378448714,1.8991740354197628,strong,paired_recorded,0.09853693181818182,3.0,0.04301846590909091,0.05480027721255786,0.028764204545454544,-0.015155328800478441,2.0142647579041393,1.5702881902456283,0.8689392225308852,actor,counterfactual,nan,2.220121885354489,1.9495639949754158,2.1022169881835393,0.05038995955565282,1100.0,2.0201818830858578,1.585443525260145
2.0,chop_logs,0.27670630711488253,0.8410354078960128,0.985890818527629,0.8410354078960128,strong,paired_recorded,0.30788491351174935,3.0,0.010020602154046997,0.013564989856718633,0.010535656005221931,-0.013063790507045606,0.8751328606596193,0.9222710157109926,1.1513143260391823,actor,counterfactual,nan,1.2613651946713014,0.853604431217918,0.9725413775689179,0.012569023321905267,1532.0,0.8828660674568256,0.9353348049420289
0.0,kill_goblin,0.07063624203096538,1.7285272106670655,0.9952006317999369,1.7285272106670655,strong,paired_recorded,0.11955686475409837,6.0,0.0043331625683060105,0.009165699521249574,0.001985143442622951,-0.006596476090257692,1.7706574997941003,1.6211464001181348,0.8710533657360598,actor,factual,nan,1.9047092409723785,1.7364465230119603,1.8238325548887793,0.007919312344894708,366.0,1.776378496585648,1.6277428770977291
1.0,bury_bones,0.06000100160256411,1.841212517286647,0.9669055622377263,1.841212517286647,strong,paired_recorded,0.08269230769230769,6.0,0.053786057692307696,0.06511020789646771,0.046274038461538464,-0.01629661930223497,2.0179910235680065,1.6735739765258937,0.8764135392812582,actor,factual,nan,2.207731295363049,1.90014998876343,2.0816218411328777,0.05893747147678326,260.0,2.0219797519537117,1.6898706080821844
2.0,chop_logs,0.23732272427440634,0.8325723129921815,0.9813045988117016,0.8325723129921815,strong,paired_recorded,0.35088225593667544,6.0,0.01647015171503958,0.020511551261848088,0.01620217678100264,-0.00650292107009754,0.8684201438697473,0.8362239064516053,1.1566952306551166,actor,factual,nan,1.3013711682789235,0.8495121397236204,0.9736713107629499,0.016939826731438717,379.0,0.8752103348835163,0.8427268230506172
0.0,kill_goblin,0.07393858862704918,1.702364822569229,0.9971712702498289,1.702364822569229,strong,paired_recorded,0.11870837602459017,6.0,0.002748249658469945,0.005441395805122756,0.0010779542349726775,-0.009336027723884647,1.7402354055822222,1.5326787807820925,0.8742963266787959,actor,counterfactual,nan,1.8791835000321226,1.706969811645636,1.8006526736234572,0.004604989076407156,1464.0,1.746460031494091,1.5420148048163111
1.0,bury_bones,0.06418018830128204,1.8785543304334233,0.9752791274766599,1.8785543304334233,strong,paired_recorded,0.1022686298076923,6.0,0.04198467548076923,0.05396686329751812,0.028402944711538463,-0.014272062985960824,2.011726402777892,1.5889910624004326,0.8755861089206659,actor,counterfactual,nan,2.229571839950882,1.9274705619236372,2.0919896459872533,0.04891623149021401,1040.0,2.0155639936717655,1.6032631316437171
2.0,chop_logs,0.22551808487247144,0.8160163820862085,0.9702100127096364,0.8160163820862085,strong,paired_recorded,0.3107427028364116,6.0,0.024756761213720318,0.0321706372130459,0.028518717018469655,-0.012967093244421057,0.88342816789578,0.9223207300995774,1.1567065757072694,actor,counterfactual,nan,1.3052549858819535,0.8417778269835415,0.9867057512889065,0.02576144489733317,1516.0,0.8909801679975439,0.9352878219298134
0.0,kill_goblin,0.04916729989868289,1.7072318576662913,0.9842855005010899,1.7072318576662913,strong,paired_recorded,0.12708966565349544,15.0,0.02422112462006079,0.04942471988786605,0.009878419452887538,-0.008220692831841736,1.8019092427198649,1.6288294516798212,0.8552700505792914,actor,factual,nan,1.9857095930270754,1.732680580290869,1.8553529984772608,0.025448722624577827,329.0,1.8091199957853392,1.6370501456652007
1.0,bury_bones,0.04500463900134953,1.7987403691840478,0.9509129874193405,1.7987403691840478,strong,paired_recorded,0.08590587044534413,15.0,0.08429276315789473,0.12767576991206436,0.06430288461538461,-0.015104127403062124,2.06211601650184,1.6747267615457295,0.8712741467151565,actor,factual,nan,2.277843003706351,1.8820089267440734,2.113020632882893,0.08326855756002577,247.0,2.0648419888396012,1.6898308999625296
2.0,chop_logs,0.15249009365994237,0.795762301784303,0.954360066580266,0.795762301784303,strong,paired_recorded,0.3548721181556196,15.0,0.05489012968299712,0.0749739213823551,0.055655619596541785,-0.006329427224983829,0.8781757440621983,0.8289869149411446,1.1789355403408193,actor,factual,nan,1.390037700255901,0.8364812778864283,1.0034322277253862,0.040718976102125375,347.0,0.885303762701128,0.8353163376665252
0.0,kill_goblin,0.052022780521783184,1.6852319086527685,0.9873151505261176,1.6852319086527685,strong,paired_recorded,0.12567083016717326,15.0,0.021288468844984802,0.04273734766563805,0.010169310410334347,-0.011270947435567875,1.7771742467097598,1.5393315853047154,0.8578664624219969,actor,counterfactual,nan,1.9608628226901421,1.7051218337289424,1.8331086912292844,0.019889925076173525,1316.0,1.7849626802927092,1.5506025279184243
1.0,bury_bones,0.047007316970310395,1.8449016349689236,0.9611817189402763,1.8449016349689236,strong,paired_recorded,0.10615669281376518,15.0,0.06897615131578948,0.10438441730454592,0.04185380819838057,-0.013278851327524042,2.0549874495760148,1.588456234770265,0.8706347895295996,actor,counterfactual,nan,2.314931650203204,1.9158537288454227,2.1308544496020474,0.07095209387649953,988.0,2.0578588167062173,1.6017350927900207
2.0,chop_logs,0.1475001500960615,0.7527620771018716,0.9329471350305135,0.7527620771018716,strong,paired_recorded,0.313304890129683,15.0,0.07756776837175793,0.11317969566991948,0.08550972622478387,-0.013248385273065063,0.8928081551271488,0.9209932249028676,1.1779727074357893,actor,counterfactual,nan,1.3709565533061252,0.8089124434283101,1.0018988860471016,0.056150366326438717,1388.0,0.9007930280667561,0.9342416089876241
0.0,kill_goblin,0.0437202380952381,1.6915172879379252,0.9791013494678225,1.6915172879379252,strong,paired_recorded,0.13072916666666667,20.0,0.03737599206349206,0.0803393554385607,0.014558531746031746,-0.00848152002260562,1.8093806501418825,1.6242436374936784,0.8534272146603418,actor,factual,nan,2.0175277113763603,1.7255370611566831,1.8653652234267906,0.03401977321875788,315.0,1.8168745886711848,1.632725158948747
1.0,bury_bones,0.0408538179916318,1.7673779869928694,0.9448187192252605,1.7673779869928694,strong,paired_recorded,0.08796417364016737,20.0,0.10100679916317992,0.1759422220890068,0.07093357740585773,-0.015296581692245466,2.0792032981517425,1.654715483408094,0.869210002811384,actor,factual,nan,2.2964015916866316,1.8635350951353449,2.115810623808807,0.09615710814247536,239.0,2.0827889372614137,1.6700120767788906
2.0,chop_logs,0.12926311728395062,0.7834764755506641,0.9472252692916082,0.7834764755506641,strong,paired_recorded,0.3583863811728395,20.0,0.07118055555555555,0.10282717033944215,0.07077064043209877,-0.006233336221438224,0.88270062852053,0.8240198320076789,1.1848066918275975,actor,factual,nan,1.4249133837725494,0.8301812024722804,1.0145145701367164,0.04670472692161653,324.0,0.8898657676246431,0.8302531630536656
0.0,kill_goblin,0.046243799603174596,1.6696399379322262,0.9826186375861674,1.6696399379322262,strong,paired_recorded,0.12922247023809524,20.0,0.03382936507936508,0.07330795454479289,0.01548859126984127,-0.011645216934959448,1.786034964710947,1.533587030333186,0.8560212225194961,actor,counterfactual,nan,1.9943931276079776,1.6970737525496011,1.8403810043332738,0.027433814617374763,1260.0,1.7940771439245768,1.545232243197305
1.0,bury_bones,0.042395479210251046,1.8166101271322947,0.9551986728968308,1.8166101271322947,strong,paired_recorded,0.10876209466527197,20.0,0.08472803347280335,0.14793671393584623,0.04720188284518829,-0.013514897071514825,2.0703596662277954,1.5659942748531637,0.8685902880824261,actor,counterfactual,nan,2.3432256847885617,1.900577334655281,2.1381260589967193,0.08396720752298632,956.0,2.0742535773804995,1.5795091774049663
2.0,chop_logs,0.1255301769868827,0.7337280780801343,0.9231697016480513,0.7337280780801343,strong,paired_recorded,0.3154296875,20.0,0.10044728973765432,0.1565065643167229,0.10800660686728394,-0.013410103555487033,0.8971036546116258,0.9201754487958955,1.1837796165987298,actor,counterfactual,nan,1.3999024151941255,0.7972142967187191,1.0075507856893662,0.06348621863858474,1296.0,0.9051617555504228,0.9335855507740268
0.0,kill_goblin,0.0078125,1.41185583814666,0.8807177137477167,1.41185583814666,strong,paired_recorded,0.0078125,1.0,0.12623762376237624,0.12684889224060833,0.12586633663366337,-0.005172440730551682,1.6010281128458457,1.5757104794577796,0.8441150627513924,recorded,factual,1.4119720571450296,1.6375546801440357,1.5387047304123564,1.5952086431188408,0.1268488922656962,505.0,1.6031425875012237,1.5808829178904542
1.0,bury_bones,0.0078125,1.3350573615719317,0.8004308543642064,1.3350573615719317,strong,paired_recorded,0.0078125,1.0,0.21074969951923078,0.2099906722794094,0.21287184495192307,-0.017633038477819916,1.673804385587573,1.589080876742418,0.7884374031653771,recorded,factual,1.3912018804027562,1.7422037411867133,1.54504803424891,1.6464459644650178,0.2099906726769783,416.0,1.693043133387199,1.6067139216913626
2.0,chop_logs,0.0078125,0.7923851017843978,0.9579467575397105,0.7923851017843978,strong,paired_recorded,0.0078125,1.0,0.03515625,0.03697932595365429,0.04180908203125,-0.006690419254482549,0.8367999300826341,0.8367015881231055,1.0982438623905182,recorded,factual,0.7043644280574941,0.975686544021699,0.8293644280574941,0.8768939400518647,0.036979326273096365,512.0,0.8437482732115313,0.8433920034440234
0.0,kill_goblin,0.0078125,1.3862044216734561,0.8891646917324725,1.3862044216734561,strong,paired_recorded,0.0078125,1.0,0.12208771658415841,0.12033796667386233,0.11952351485148514,-0.007213782269443099,1.5566850928091767,1.4999118656510173,0.8441150627513924,recorded,counterfactual,nan,1.612036893861454,1.506542388605957,1.569652135731124,0.12033796693250078,2020.0,1.559053646691955,1.507125643662887
1.0,bury_bones,0.0078125,1.3618715067361375,0.823854779937996,1.3618715067361375,strong,paired_recorded,0.0078125,1.0,0.1952796349158654,0.19373980561668425,0.18829345703125,-0.014581445411190193,1.6443800228074765,1.5170494376753385,0.7884374031653771,recorded,counterfactual,nan,1.7628323224274889,1.5556113125460693,1.6684834315399373,0.19373980580993175,1664.0,1.6627408648984363,1.5316308845694249
2.0,chop_logs,0.0078125,0.7892000872869622,0.9439658534822595,0.7892000872869622,strong,paired_recorded,0.0078125,1.0,0.045894622802734375,0.04824516325849642,0.057586669921875,-0.011692602773564431,0.8538650874397717,0.9047592166461982,1.0982438623905182,recorded,counterfactual,nan,1.009602137072464,0.8374452504495928,0.8995843582744514,0.04824516316263062,2048.0,0.8616221264819615,0.9164518194738775
0.0,kill_goblin,0.005741633421985816,1.5998413953196235,0.9897405943436403,1.5998413953196235,strong,paired_recorded,0.0078125,3.0,0.010201961436170214,0.016061872362467068,0.008394281914893617,-0.006057680491605734,1.6338842102187745,1.6178772459004789,0.8390080883623438,recorded,factual,1.6057504658385575,1.7261235749276282,1.613729189242813,1.6839135536914158,0.013887793923189493,376.0,1.636232002935511,1.6239349249195545
1.0,bury_bones,0.005464015151515151,1.5627716157952847,0.9113455534598265,1.5627716157952847,strong,paired_recorded,0.0078125,3.0,0.10238636363636364,0.11256543877224304,0.10465909090909091,-0.0175947171788324,1.7873749353668906,1.6551850832592356,0.7997699897939509,recorded,factual,1.655403081005175,1.902022298361234,1.6663121719142657,1.8042791318419098,0.10354055611898112,275.0,1.8022288820960306,1.672779813896526
